"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:36 UTC 2025","24197","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Wed Aug 13 08:09:47 UTC 2025","Wed Aug 13 08:10:12 UTC 2025","24774","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:35 UTC 2025","22454","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Wed Aug 13 08:09:13 UTC 2025","Wed Aug 13 08:09:39 UTC 2025","25911","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithLinkComponentAssert","tableWithLinkComponentAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:36 UTC 2025","Wed Aug 13 08:09:48 UTC 2025","11462","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:19 UTC 2025","Wed Aug 13 08:10:18 UTC 2025","59089","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:09:16 UTC 2025","Wed Aug 13 08:09:39 UTC 2025","23573","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:33 UTC 2025","Wed Aug 13 08:09:45 UTC 2025","11663","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:10:13 UTC 2025","Wed Aug 13 08:10:45 UTC 2025","31881","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:09:39 UTC 2025","Wed Aug 13 08:09:50 UTC 2025","11362","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:10:37 UTC 2025","Wed Aug 13 08:10:49 UTC 2025","11432","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:10:20 UTC 2025","Wed Aug 13 08:10:32 UTC 2025","11025","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:36 UTC 2025","23673","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableWithLinkComponentAssert","tableWithLinkComponentAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:16 UTC 2025","Wed Aug 13 08:09:47 UTC 2025","31355","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:40 UTC 2025","27368","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Wed Aug 13 08:09:16 UTC 2025","Wed Aug 13 08:09:47 UTC 2025","31288","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:10:13 UTC 2025","Wed Aug 13 08:10:49 UTC 2025","36117","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 13 08:09:16 UTC 2025","Wed Aug 13 08:09:38 UTC 2025","22897","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:55 UTC 2025","Wed Aug 13 08:10:21 UTC 2025","26437","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithLinkComponentAssert","tableWithLinkComponentAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:13 UTC 2025","Wed Aug 13 08:09:47 UTC 2025","34631","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:42 UTC 2025","30030","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:13 UTC 2025","Wed Aug 13 08:09:42 UTC 2025","29643","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:09:13 UTC 2025","Wed Aug 13 08:09:36 UTC 2025","22799","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:47 UTC 2025","Wed Aug 13 08:10:23 UTC 2025","35663","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 13 08:09:55 UTC 2025","Wed Aug 13 08:10:20 UTC 2025","25786","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Wed Aug 13 08:10:12 UTC 2025","Wed Aug 13 08:10:23 UTC 2025","11779","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:42 UTC 2025","30321","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:47 UTC 2025","34958","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 13 08:09:36 UTC 2025","Wed Aug 13 08:09:46 UTC 2025","10079","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:16 UTC 2025","Wed Aug 13 08:09:45 UTC 2025","28964","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:33 UTC 2025","20456","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 13 08:09:12 UTC 2025","Wed Aug 13 08:09:45 UTC 2025","33159","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 13 08:09:19 UTC 2025","Wed Aug 13 08:10:18 UTC 2025","59453","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:09:47 UTC 2025","Wed Aug 13 08:10:16 UTC 2025","28930","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Wed Aug 13 08:09:13 UTC 2025","Wed Aug 13 08:09:44 UTC 2025","31472","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 13 08:10:12 UTC 2025","Wed Aug 13 08:10:24 UTC 2025","11858","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
