"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 11 19:12:57 UTC 2025","Mon Aug 11 19:13:20 UTC 2025","22606","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:57 UTC 2025","Mon Aug 11 19:13:19 UTC 2025","21630","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:12 UTC 2025","Mon Aug 11 19:12:58 UTC 2025","46346","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Mon Aug 11 19:12:33 UTC 2025","Mon Aug 11 19:12:54 UTC 2025","21416","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:36 UTC 2025","Mon Aug 11 19:12:11 UTC 2025","35045","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:12 UTC 2025","Mon Aug 11 19:12:01 UTC 2025","49804","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:12 UTC 2025","Mon Aug 11 19:13:11 UTC 2025","59273","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:12:58 UTC 2025","Mon Aug 11 19:13:21 UTC 2025","23292","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:38 UTC 2025","51133","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Mon Aug 11 19:11:36 UTC 2025","Mon Aug 11 19:12:14 UTC 2025","38244","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:12:52 UTC 2025","47445","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:13:05 UTC 2025","60698","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:12:01 UTC 2025","Mon Aug 11 19:12:26 UTC 2025","24233","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:12 UTC 2025","Mon Aug 11 19:13:16 UTC 2025","64387","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:36 UTC 2025","Mon Aug 11 19:12:29 UTC 2025","52914","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:11:36 UTC 2025","Mon Aug 11 19:12:33 UTC 2025","57852","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:36 UTC 2025","48407","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Mon Aug 11 19:11:12 UTC 2025","Mon Aug 11 19:12:18 UTC 2025","66821","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:43 UTC 2025","Mon Aug 11 19:12:40 UTC 2025","56981","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:45 UTC 2025","57447","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:13 UTC 2025","Mon Aug 11 19:12:09 UTC 2025","55812","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:11:12 UTC 2025","Mon Aug 11 19:11:59 UTC 2025","47118","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:45 UTC 2025","57445","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:30 UTC 2025","42925","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithLinkComponentAssert","tableWithLinkComponentAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:13:14 UTC 2025","69703","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:12:50 UTC 2025","45427","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:30 UTC 2025","Mon Aug 11 19:12:49 UTC 2025","19009","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:43 UTC 2025","Mon Aug 11 19:12:49 UTC 2025","65302","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Mon Aug 11 19:12:27 UTC 2025","Mon Aug 11 19:12:51 UTC 2025","23135","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:12 UTC 2025","Mon Aug 11 19:12:16 UTC 2025","64745","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:26 UTC 2025","38338","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:36 UTC 2025","Mon Aug 11 19:12:23 UTC 2025","47737","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Mon Aug 11 19:11:43 UTC 2025","Mon Aug 11 19:12:25 UTC 2025","41611","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:13 UTC 2025","Mon Aug 11 19:12:14 UTC 2025","61025","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:13:02 UTC 2025","56961","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Mon Aug 11 19:12:05 UTC 2025","Mon Aug 11 19:13:08 UTC 2025","63862","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:04 UTC 2025","Mon Aug 11 19:12:26 UTC 2025","22090","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:11 UTC 2025","Mon Aug 11 19:12:33 UTC 2025","21490","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:43 UTC 2025","Mon Aug 11 19:12:41 UTC 2025","57902","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:46 UTC 2025","59073","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:12:12 UTC 2025","Mon Aug 11 19:12:56 UTC 2025","44642","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:12 UTC 2025","Mon Aug 11 19:12:26 UTC 2025","74084","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Mon Aug 11 19:11:13 UTC 2025","Mon Aug 11 19:12:13 UTC 2025","59732","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:13 UTC 2025","Mon Aug 11 19:12:18 UTC 2025","65136","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Mon Aug 11 19:12:12 UTC 2025","Mon Aug 11 19:13:21 UTC 2025","68672","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Mon Aug 11 19:11:47 UTC 2025","Mon Aug 11 19:12:30 UTC 2025","42872","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Mon Aug 11 19:11:13 UTC 2025","Mon Aug 11 19:12:10 UTC 2025","57154","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
