"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 20 18:38:52 UTC 2025","Wed Aug 20 18:39:24 UTC 2025","31213","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Wed Aug 20 18:41:24 UTC 2025","Wed Aug 20 18:41:48 UTC 2025","23568","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:39:23 UTC 2025","Wed Aug 20 18:39:45 UTC 2025","22928","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:38:52 UTC 2025","Wed Aug 20 18:39:19 UTC 2025","26461","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Wed Aug 20 18:39:00 UTC 2025","Wed Aug 20 18:39:31 UTC 2025","31195","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableAssert","tableAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:37:55 UTC 2025","Wed Aug 20 18:38:17 UTC 2025","21851","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:38:46 UTC 2025","Wed Aug 20 18:39:12 UTC 2025","25446","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:38:17 UTC 2025","Wed Aug 20 18:38:27 UTC 2025","10093","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Wed Aug 20 18:38:52 UTC 2025","Wed Aug 20 18:39:18 UTC 2025","25734","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Wed Aug 20 18:38:09 UTC 2025","Wed Aug 20 18:38:18 UTC 2025","9484","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
