"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 12 17:49:34 UTC 2025","Tue Aug 12 17:50:07 UTC 2025","32481","","com.zerobank.project.ZeroBankTest","","com.zerobank.project.ZeroBankTest","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Tue Aug 12 17:49:52 UTC 2025","Tue Aug 12 17:50:04 UTC 2025","11736","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Tue Aug 12 17:49:27 UTC 2025","Tue Aug 12 17:50:00 UTC 2025","32762","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Tue Aug 12 17:49:24 UTC 2025","Tue Aug 12 17:49:48 UTC 2025","24520","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Tue Aug 12 17:50:14 UTC 2025","Tue Aug 12 17:50:43 UTC 2025","29093","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Tue Aug 12 17:49:52 UTC 2025","Tue Aug 12 17:50:04 UTC 2025","11339","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Tue Aug 12 17:49:27 UTC 2025","Tue Aug 12 17:49:58 UTC 2025","30847","","com.zerobank.project.ZeroBank5Test","","com.zerobank.project.ZeroBank5Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Tue Aug 12 17:49:40 UTC 2025","Tue Aug 12 17:49:51 UTC 2025","11013","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Tue Aug 12 17:50:06 UTC 2025","Tue Aug 12 17:50:27 UTC 2025","20950","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Tue Aug 12 17:49:43 UTC 2025","Tue Aug 12 17:49:52 UTC 2025","9468","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
