"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 16 13:18:12 UTC 2025","Sat Aug 16 13:18:40 UTC 2025","28355","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Sat Aug 16 13:18:36 UTC 2025","Sat Aug 16 13:20:07 UTC 2025","91186","","com.zerobank.project.ZeroBank6Test","","com.zerobank.project.ZeroBank6Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:03 UTC 2025","22050","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Sat Aug 16 13:18:45 UTC 2025","Sat Aug 16 13:18:56 UTC 2025","10250","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:01 UTC 2025","Sat Aug 16 13:18:13 UTC 2025","11697","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:36 UTC 2025","Sat Aug 16 13:18:46 UTC 2025","10233","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:12 UTC 2025","Sat Aug 16 13:18:42 UTC 2025","29364","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestMixedAssertions","paragraphTextValueTestMixedAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Sat Aug 16 13:18:01 UTC 2025","Sat Aug 16 13:18:13 UTC 2025","11328","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:13 UTC 2025","31830","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Sat Aug 16 13:18:12 UTC 2025","Sat Aug 16 13:18:33 UTC 2025","21325","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:12 UTC 2025","Sat Aug 16 13:18:45 UTC 2025","33121","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","paragraphTextValueTestSoftAssertions","paragraphTextValueTestSoftAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Alert"
"passed","Sat Aug 16 13:18:12 UTC 2025","Sat Aug 16 13:18:36 UTC 2025","23494","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","alertTest","alertTest(Quest)","COMPONENTS: Button, Input, Link, Select, Alert"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:03 UTC 2025","21828","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableWithLinkComponentAssert","tableWithLinkComponentAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:01 UTC 2025","19581","","com.zerobank.project.ZeroBank4Test","","com.zerobank.project.ZeroBank4Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:34 UTC 2025","Sat Aug 16 13:18:45 UTC 2025","11074","","com.zerobank.project.ZeroBank1Test","","com.zerobank.project.ZeroBank1Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:17:44 UTC 2025","Sat Aug 16 13:18:14 UTC 2025","30251","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableWithButtonCustomServiceAssert","tableWithButtonCustomServiceAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:05 UTC 2025","Sat Aug 16 13:18:16 UTC 2025","11334","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableFromToRowsAssert","tableFromToRowsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:20 UTC 2025","Sat Aug 16 13:18:48 UTC 2025","27969","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:09 UTC 2025","27447","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","paragraphTextValueTestHardAssertions","paragraphTextValueTestHardAssertions(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select"
"passed","Sat Aug 16 13:17:41 UTC 2025","Sat Aug 16 13:18:02 UTC 2025","20505","","com.zerobank.project.ZeroBank2Test","","com.zerobank.project.ZeroBank2Test","tableFromToRowsCertainCellsAssert","tableFromToRowsCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:17:44 UTC 2025","Sat Aug 16 13:18:04 UTC 2025","20903","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:20 UTC 2025","Sat Aug 16 13:18:43 UTC 2025","22259","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert","tableWithButtonCustomServiceReadRowWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:07 UTC 2025","Sat Aug 16 13:18:18 UTC 2025","11311","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","tableCertainCellsAssert","tableCertainCellsAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:18:44 UTC 2025","Sat Aug 16 13:18:55 UTC 2025","11152","","com.zerobank.project.ZeroBank3Test","","com.zerobank.project.ZeroBank3Test","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert","tableWithButtonCustomServiceClickElementWithSearchCriteriaAssert(Quest)","COMPONENTS: Button, Input, Link, List, Validate, Select, Table"
"passed","Sat Aug 16 13:17:44 UTC 2025","Sat Aug 16 13:18:10 UTC 2025","26094","","com.zerobank.project.ZeroBank7Test","","com.zerobank.project.ZeroBank7Test","radioButtonTest","radioButtonTest(Quest)","COMPONENTS: Button, Input, Link, List, Select, Radio, Alert"
